,Country ISO3,Admin 1 PCode,Admin 1 Name,Admin 2 PCode,Admin 2 Name,Admin 3 PCode,Admin 3 Name,Description,Cluster,Category,Population,In Need,Targeted,Affected,Reached,Info,Cluster Full
206561,MMR,,,,,MMR004008,Kanpetlet,Final caseload,ALL,total,24473.0,14449.0,8901.0,,,,All Sectors
206648,MMR,,,,,MMR004009,Paletwa,Final caseload,ALL,total,110516.0,56609.0,33854.0,,,,All Sectors
206745,MMR,MMR005,Sagaing,,,,,Final caseload,ALL,total,5791011.0,2691284.0,1265625.0,,,,All Sectors
206841,MMR,,,,,MMR005001,Sagaing,Final caseload,ALL,total,335768.0,127446.0,37314.0,,,,All Sectors
206931,MMR,,,,,MMR005002,Myinmu,Final caseload,ALL,total,117921.0,54942.0,19668.0,,,,All Sectors
207019,MMR,,,,,MMR005003,Myaung,Final caseload,ALL,total,117444.0,65808.0,34534.0,,,,All Sectors
207106,MMR,,,,,MMR005004,Shwebo,Final caseload,ALL,total,290724.0,123937.0,55022.0,,,,All Sectors
207194,MMR,,,,,MMR005005,Khin-U,Final caseload,ALL,total,158987.0,77282.0,38963.0,,,,All Sectors
207282,MMR,,,,,MMR005006,Wetlet,Final caseload,ALL,total,215277.0,92379.0,41316.0,,,,All Sectors
207369,MMR,,,,,MMR005007,Kanbalu,Final caseload,ALL,total,317087.0,94382.0,28272.0,,,,All Sectors
207457,MMR,,,,,MMR005008,Kyunhla,Final caseload,ALL,total,111690.0,42836.0,15641.0,,,,All Sectors
207542,MMR,,,,,MMR005009,Ye-U,Final caseload,ALL,total,129023.0,67482.0,36109.0,,,,All Sectors
207631,MMR,,,,,MMR005010,Tabayin,Final caseload,ALL,total,153129.0,96350.0,58855.0,,,,All Sectors
207729,MMR,,,,,MMR005011,Taze,Final caseload,ALL,total,179383.0,119824.0,74702.0,,,,All Sectors
207818,MMR,,,,,MMR005012,Monywa,Final caseload,ALL,total,404515.0,187116.0,79051.0,,,,All Sectors
207915,MMR,,,,,MMR005013,Budalin,Final caseload,ALL,total,135605.0,60179.0,22931.0,,,,All Sectors
208001,MMR,,,,,MMR005014,Ayadaw,Final caseload,ALL,total,170362.0,64310.0,24345.0,,,,All Sectors
208094,MMR,,,,,MMR005015,Chaung-U,Final caseload,ALL,total,115865.0,52733.0,21773.0,,,,All Sectors
208189,MMR,,,,,MMR005016,Yinmarbin,Final caseload,ALL,total,153571.0,86023.0,45128.0,,,,All Sectors
208276,MMR,,,,,MMR005017,Kani,Final caseload,ALL,total,145618.0,86115.0,50338.0,,,,All Sectors
208372,MMR,,,,,MMR005018,Salingyi,Final caseload,ALL,total,133209.0,65503.0,30071.0,,,,All Sectors
208469,MMR,,,,,MMR005019,Pale,Final caseload,ALL,total,156547.0,131954.0,90427.0,,,,All Sectors
208564,MMR,,,,,MMR005020,Katha,Final caseload,ALL,total,178583.0,49506.0,10818.0,,,,All Sectors
208650,MMR,,,,,MMR005021,Indaw,Final caseload,ALL,total,129062.0,49946.0,22502.0,,,,All Sectors
208743,MMR,,,,,MMR005022,Tigyaing,Final caseload,ALL,total,167579.0,150821.0,106419.0,,,,All Sectors
208819,MMR,,,,,MMR005023,Banmauk,Final caseload,ALL,total,119838.0,32699.0,6030.0,,,,All Sectors
208903,MMR,,,,,MMR005024,Kawlin,Final caseload,ALL,total,164036.0,147632.0,104169.0,,,,All Sectors
208979,MMR,,,,,MMR005025,Wuntho,Final caseload,ALL,total,79052.0,25376.0,7449.0,,,,All Sectors
209065,MMR,,,,,MMR005026,Pinlebu,Final caseload,ALL,total,120011.0,41377.0,14496.0,,,,All Sectors
209151,MMR,,,,,MMR005027,Kale,Final caseload,ALL,total,373994.0,207401.0,117902.0,,,,All Sectors
209246,MMR,,,,,MMR005028,Kalewa,Final caseload,ALL,total,60667.0,10915.0,1410.0,,,,All Sectors
209315,MMR,,,,,MMR005029,Mingin,Final caseload,ALL,total,112371.0,55167.0,28051.0,,,,All Sectors
209400,MMR,,,,,MMR005030,Tamu,Final caseload,ALL,total,122176.0,48981.0,17040.0,,,,All Sectors
209484,MMR,,,,,MMR005031,Mawlaik,Final caseload,ALL,total,55115.0,15800.0,1281.0,,,,All Sectors
209560,MMR,,,,,MMR005032,Paungbyin,Final caseload,ALL,total,120353.0,37277.0,3551.0,,,,All Sectors
209638,MMR,,,,,MMR005033,Hkamti,Final caseload,ALL,total,50454.0,9569.0,1173.0,,,,All Sectors
209707,MMR,,,,,MMR005034,Homalin,Final caseload,ALL,total,272706.0,81770.0,16004.0,,,,All Sectors
209791,MMR,,,,,MMR005035,Lay Shi,Final caseload,ALL,total,17259.0,4153.0,401.0,,,,All Sectors
209859,MMR,,,,,MMR005036,Lahe,Final caseload,ALL,total,51177.0,12746.0,1190.0,,,,All Sectors
209927,MMR,,,,,MMR005037,Nanyun,Final caseload,ALL,total,54853.0,13546.0,1275.0,,,,All Sectors
209997,MMR,MMR006,Tanintharyi,,,,,Final caseload,ALL,total,1550786.0,626517.0,288474.0,,,,All Sectors
210094,MMR,,,,,MMR006001,Dawei,Final caseload,ALL,total,164265.0,76610.0,42686.0,,,,All Sectors
210191,MMR,,,,,MMR006002,Launglon,Final caseload,ALL,total,132108.0,59154.0,31357.0,,,,All Sectors
210288,MMR,,,,,MMR006003,Thayetchaung,Final caseload,ALL,total,117595.0,76865.0,56740.0,,,,All Sectors
210385,MMR,,,,,MMR006004,Yebyu,Final caseload,ALL,total,135205.0,65437.0,37471.0,,,,All Sectors
210479,MMR,,,,,MMR006005,Myeik,Final caseload,ALL,total,313736.0,97361.0,23004.0,,,,All Sectors
210564,MMR,,,,,MMR006006,Kyunsu,Final caseload,ALL,total,186435.0,55154.0,12918.0,,,,All Sectors
210649,MMR,,,,,MMR006007,Palaw,Final caseload,ALL,total,142860.0,66285.0,36312.0,,,,All Sectors
210745,MMR,,,,,MMR006008,Tanintharyi,Final caseload,ALL,total,116447.0,60949.0,37937.0,,,,All Sectors
210840,MMR,,,,,MMR006009,Kawthoung,Final caseload,ALL,total,153673.0,43905.0,8781.0,,,,All Sectors
210909,MMR,,,,,MMR006010,Bokpyin,Final caseload,ALL,total,88462.0,24798.0,1268.0,,,,All Sectors
210994,MMR,MMR007,Bago (East),,,,,Final caseload,ALL,total,2932575.0,1197782.0,310482.0,,,,All Sectors
211089,MMR,,,,,MMR007001,Bago,Final caseload,ALL,total,500931.0,186593.0,27989.0,,,,All Sectors
211164,MMR,,,,,MMR007002,Thanatpin,Final caseload,ALL,total,146283.0,52012.0,5201.0,,,,All Sectors
211232,MMR,,,,,MMR007003,Kawa,Final caseload,ALL,total,199693.0,71003.0,7100.0,,,,All Sectors
211300,MMR,,,,,MMR007004,Waw,Final caseload,ALL,total,177655.0,63167.0,6317.0,,,,All Sectors
211364,MMR,,,,,MMR007005,Nyaunglebin,Final caseload,ALL,total,203078.0,82765.0,21919.0,,,,All Sectors
211461,MMR,,,,,MMR007006,Kyauktaga,Final caseload,ALL,total,252765.0,98114.0,19256.0,,,,All Sectors
211549,MMR,,,,,MMR007007,Daik-U,Final caseload,ALL,total,205185.0,76430.0,11464.0,,,,All Sectors
211619,MMR,,,,,MMR007008,Shwegyin,Final caseload,ALL,total,107791.0,56787.0,27407.0,,,,All Sectors
211715,MMR,,,,,MMR007009,Taungoo,Final caseload,ALL,total,267822.0,118466.0,39565.0,,,,All Sectors
211806,MMR,,,,,MMR007010,Yedashe,Final caseload,ALL,total,216488.0,77242.0,8043.0,,,,All Sectors
211896,MMR,,,,,MMR007011,Kyaukkyi,Final caseload,ALL,total,113656.0,82184.0,61885.0,,,,All Sectors
211994,MMR,,,,,MMR007012,Phyu,Final caseload,ALL,total,260840.0,104536.0,24517.0,,,,All Sectors
212085,MMR,,,,,MMR007013,Oktwin,Final caseload,ALL,total,161846.0,57788.0,6068.0,,,,All Sectors
212169,MMR,,,,,MMR007014,Htantabin,Final caseload,ALL,total,118542.0,70696.0,43750.0,,,,All Sectors
212257,MMR,MMR008,Bago (West),,,,,Final caseload,ALL,total,2047014.0,732484.0,41225.0,,,,All Sectors
212340,MMR,,,,,MMR008001,Pyay,Final caseload,ALL,total,261354.0,92927.0,4646.0,,,,All Sectors
212401,MMR,,,,,MMR008002,Paukkhaung,Final caseload,ALL,total,127978.0,45504.0,2275.0,,,,All Sectors
212462,MMR,,,,,MMR008003,Padaung,Final caseload,ALL,total,150124.0,53378.0,2669.0,,,,All Sectors
212523,MMR,,,,,MMR008004,Paungde,Final caseload,ALL,total,143445.0,51003.0,2550.0,,,,All Sectors
212591,MMR,,,,,MMR008005,Thegon,Final caseload,ALL,total,137414.0,48859.0,2443.0,,,,All Sectors
212646,MMR,,,,,MMR008006,Shwedaung,Final caseload,ALL,total,127710.0,45409.0,2270.0,,,,All Sectors
212701,MMR,,,,,MMR008007,Thayarwady,Final caseload,ALL,total,155109.0,55151.0,2758.0,,,,All Sectors
212762,MMR,,,,,MMR008008,Letpadan,Final caseload,ALL,total,181843.0,64656.0,3233.0,,,,All Sectors
212824,MMR,,,,,MMR008009,Minhla,Final caseload,ALL,total,126495.0,47313.0,4679.0,,,,All Sectors
212908,MMR,,,,,MMR008010,Okpho,Final caseload,ALL,total,130815.0,47952.0,3822.0,,,,All Sectors
212991,MMR,,,,,MMR008011,Zigon,Final caseload,ALL,total,70734.0,25150.0,1258.0,,,,All Sectors
213053,MMR,,,,,MMR008012,Nattalin,Final caseload,ALL,total,179278.0,63744.0,3187.0,,,,All Sectors
213114,MMR,,,,,MMR008013,Monyo,Final caseload,ALL,total,132108.0,46972.0,2349.0,,,,All Sectors
213176,MMR,,,,,MMR008014,Gyobingauk,Final caseload,ALL,total,122607.0,44465.0,3086.0,,,,All Sectors
213260,MMR,MMR009,Magway,,,,,Final caseload,ALL,total,3908540.0,1126782.0,424365.0,,,,All Sectors
213355,MMR,,,,,MMR009001,Magway,Final caseload,ALL,total,288216.0,57643.0,11125.0,,,,All Sectors
213423,MMR,,,,,MMR009002,Yenangyaung,Final caseload,ALL,total,135494.0,27099.0,7997.0,,,,All Sectors
213485,MMR,,,,,MMR009003,Chauk,Final caseload,ALL,total,186576.0,37315.0,11013.0,,,,All Sectors
213540,MMR,,,,,MMR009004,Taungdwingyi,Final caseload,ALL,total,258340.0,51668.0,15248.0,,,,All Sectors
213601,MMR,,,,,MMR009005,Myothit,Final caseload,ALL,total,158031.0,31606.0,9328.0,,,,All Sectors
213663,MMR,,,,,MMR009006,Natmauk,Final caseload,ALL,total,207167.0,43538.0,13286.0,,,,All Sectors
213747,MMR,,,,,MMR009007,Minbu,Final caseload,ALL,total,186932.0,37595.0,11123.0,,,,All Sectors
213823,MMR,,,,,MMR009008,Pwintbyu,Final caseload,ALL,total,162667.0,32533.0,9601.0,,,,All Sectors
213886,MMR,,,,,MMR009009,Ngape,Final caseload,ALL,total,51315.0,10560.0,3261.0,,,,All Sectors
213971,MMR,,,,,MMR009010,Salin,Final caseload,ALL,total,235589.0,60744.0,14908.0,,,,All Sectors
214054,MMR,,,,,MMR009011,Sidoktaya,Final caseload,ALL,total,47114.0,9423.0,1113.0,,,,All Sectors
214122,MMR,,,,,MMR009012,Thayet,Final caseload,ALL,total,104408.0,20882.0,4030.0,,,,All Sectors
214177,MMR,,,,,MMR009013,Minhla,Final caseload,ALL,total,143601.0,28720.0,5543.0,,,,All Sectors
214238,MMR,,,,,MMR009014,Mindon,Final caseload,ALL,total,60659.0,14836.0,2341.0,,,,All Sectors
214306,MMR,,,,,MMR009015,Kamma,Final caseload,ALL,total,75854.0,18706.0,2928.0,,,,All Sectors
214375,MMR,,,,,MMR009016,Aunglan,Final caseload,ALL,total,233675.0,47026.0,9175.0,,,,All Sectors
214458,MMR,,,,,MMR009017,Sinbaungwe,Final caseload,ALL,total,116678.0,23336.0,2757.0,,,,All Sectors
214522,MMR,,,,,MMR009018,Pakokku,Final caseload,ALL,total,290849.0,119357.0,60214.0,,,,All Sectors
214619,MMR,,,,,MMR009019,Yesagyo,Final caseload,ALL,total,216191.0,84023.0,33552.0,,,,All Sectors
214715,MMR,,,,,MMR009020,Myaing,Final caseload,ALL,total,226197.0,106520.0,52624.0,,,,All Sectors
214812,MMR,,,,,MMR009021,Pauk,Final caseload,ALL,total,169603.0,71846.0,44693.0,,,,All Sectors
214909,MMR,,,,,MMR009022,Seikphyu,Final caseload,ALL,total,101783.0,40964.0,12627.0,,,,All Sectors
215004,MMR,,,,,MMR009023,Gangaw,Final caseload,ALL,total,132336.0,69187.0,37260.0,,,,All Sectors
215090,MMR,,,,,MMR009024,Tilin,Final caseload,ALL,total,49769.0,28632.0,12517.0,,,,All Sectors
215176,MMR,,,,,MMR009025,Saw,Final caseload,ALL,total,69496.0,53023.0,36100.0,,,,All Sectors
215271,MMR,MMR010,Mandalay,,,,,Final caseload,ALL,total,6800745.0,2127666.0,151291.0,,,,All Sectors
215355,MMR,,,,,MMR010001,Aungmyaythazan,Final caseload,ALL,total,292264.0,87679.0,1940.0,,,,All Sectors
215429,MMR,,,,,MMR010002,Chanayethazan,Final caseload,ALL,total,217011.0,65103.0,1295.0,,,,All Sectors
215504,MMR,,,,,MMR010003,Mahaaungmyay,Final caseload,ALL,total,263774.0,79220.0,2056.0,,,,All Sectors
215592,MMR,,,,,MMR010004,Chanmyathazi,Final caseload,ALL,total,310095.0,93029.0,2328.0,,,,All Sectors
215666,MMR,,,,,MMR010005,Pyigyitagon,Final caseload,ALL,total,257646.0,77294.0,1951.0,,,,All Sectors
215735,MMR,,,,,MMR010006,Amarapura,Final caseload,ALL,total,261306.0,78392.0,1961.0,,,,All Sectors
215805,MMR,,,,,MMR010007,Patheingyi,Final caseload,ALL,total,287314.0,89757.0,5347.0,,,,All Sectors
215889,MMR,,,,,MMR010008,Pyinoolwin,Final caseload,ALL,total,278968.0,85251.0,3444.0,,,,All Sectors
215978,MMR,,,,,MMR010009,Madaya,Final caseload,ALL,total,282793.0,99590.0,21553.0,,,,All Sectors
216066,MMR,,,,,MMR010010,Singu,Final caseload,ALL,total,172341.0,56292.0,7387.0,,,,All Sectors
216149,MMR,,,,,MMR010011,Mogoke,Final caseload,ALL,total,183384.0,57982.0,6244.0,,,,All Sectors
216234,MMR,,,,,MMR010012,Thabeikkyin,Final caseload,ALL,total,176774.0,62822.0,14698.0,,,,All Sectors
216321,MMR,,,,,MMR010013,Kyaukse,Final caseload,ALL,total,283307.0,84992.0,1527.0,,,,All Sectors
216396,MMR,,,,,MMR010014,Sintgaing,Final caseload,ALL,total,164859.0,49919.0,1284.0,,,,All Sectors
216484,MMR,,,,,MMR010015,Myittha,Final caseload,ALL,total,215845.0,64754.0,1144.0,,,,All Sectors
216551,MMR,,,,,MMR010016,Tada-U,Final caseload,ALL,total,154477.0,49400.0,7041.0,,,,All Sectors
216640,MMR,,,,,MMR010017,Myingyan,Final caseload,ALL,total,307499.0,107991.0,22486.0,,,,All Sectors
216725,MMR,,,,,MMR010018,Taungtha,Final caseload,ALL,total,240761.0,86566.0,16655.0,,,,All Sectors
216809,MMR,,,,,MMR010019,Natogyi,Final caseload,ALL,total,197993.0,75932.0,17554.0,,,,All Sectors
216898,MMR,,,,,MMR010020,Kyaukpadaung,Final caseload,ALL,total,292348.0,87704.0,2194.0,,,,All Sectors
216966,MMR,,,,,MMR010021,Ngazun,Final caseload,ALL,total,139064.0,41719.0,1044.0,,,,All Sectors
217040,MMR,,,,,MMR010022,Nyaung-U,Final caseload,ALL,total,267724.0,80317.0,2010.0,,,,All Sectors
217095,MMR,,,,,MMR010023,Yamethin,Final caseload,ALL,total,284701.0,85410.0,1459.0,,,,All Sectors
217157,MMR,,,,,MMR010024,Pyawbwe,Final caseload,ALL,total,287894.0,86368.0,1532.0,,,,All Sectors
217219,MMR,,,,,MMR010028,Meiktila,Final caseload,ALL,total,343783.0,103135.0,1804.0,,,,All Sectors
217281,MMR,,,,,MMR010029,Mahlaing,Final caseload,ALL,total,157004.0,47101.0,819.0,,,,All Sectors
217343,MMR,,,,,MMR010030,Thazi,Final caseload,ALL,total,223658.0,67097.0,1244.0,,,,All Sectors
217405,MMR,,,,,MMR010031,Wundwin,Final caseload,ALL,total,256158.0,76847.0,1291.0,,,,All Sectors
217469,MMR,MMR011,Mon,,,,,Final caseload,ALL,total,1940930.0,588937.0,198715.0,,,,All Sectors
217566,MMR,,,,,MMR011001,Mawlamyine,Final caseload,ALL,total,277158.0,77630.0,27510.0,,,,All Sectors
217663,MMR,,,,,MMR011002,Kyaikmaraw,Final caseload,ALL,total,183758.0,70466.0,32933.0,,,,All Sectors
217759,MMR,,,,,MMR011003,Chaungzon,Final caseload,ALL,total,116832.0,29474.0,5978.0,,,,All Sectors
217843,MMR,,,,,MMR011004,Thanbyuzayat,Final caseload,ALL,total,161430.0,40634.0,7949.0,,,,All Sectors
217926,MMR,,,,,MMR011005,Mudon,Final caseload,ALL,total,182803.0,45701.0,8726.0,,,,All Sectors
217995,MMR,,,,,MMR011006,Ye,Final caseload,ALL,total,247688.0,73936.0,22807.0,,,,All Sectors
218082,MMR,,,,,MMR011007,Thaton,Final caseload,ALL,total,223665.0,69774.0,22124.0,,,,All Sectors
218176,MMR,,,,,MMR011008,Paung,Final caseload,ALL,total,205547.0,51387.0,9812.0,,,,All Sectors
218246,MMR,,,,,MMR011009,Kyaikto,Final caseload,ALL,total,172632.0,63909.0,29337.0,,,,All Sectors
218343,MMR,,,,,MMR011010,Bilin,Final caseload,ALL,total,169417.0,66027.0,31540.0,,,,All Sectors
218440,MMR,MMR012,Rakhine,,,,,Final caseload,ALL,total,3653354.0,1980693.0,1006694.0,,,,All Sectors
218547,MMR,,,,,MMR012001,Sittwe,Final caseload,ALL,total,252330.0,239714.0,213747.0,,,,All Sectors
218645,MMR,,,,,MMR012002,Ponnagyun,Final caseload,ALL,total,209916.0,141827.0,72418.0,,,,All Sectors
218753,MMR,,,,,MMR012003,Mrauk-U,Final caseload,ALL,total,307269.0,187084.0,69641.0,,,,All Sectors
218861,MMR,,,,,MMR012004,Kyauktaw,Final caseload,ALL,total,281114.0,181323.0,81737.0,,,,All Sectors
218969,MMR,,,,,MMR012005,Minbya,Final caseload,ALL,total,273282.0,118529.0,50039.0,,,,All Sectors
219076,MMR,,,,,MMR012006,Myebon,Final caseload,ALL,total,221395.0,83769.0,33136.0,,,,All Sectors
219174,MMR,,,,,MMR012007,Pauktaw,Final caseload,ALL,total,234223.0,164632.0,90715.0,,,,All Sectors
219281,MMR,,,,,MMR012008,Rathedaung,Final caseload,ALL,total,180429.0,125705.0,67319.0,,,,All Sectors
219389,MMR,,,,,MMR012009,Maungdaw,Final caseload,ALL,total,66300.0,54149.0,36735.0,,,,All Sectors
219496,MMR,,,,,MMR012010,Buthidaung,Final caseload,ALL,total,319064.0,303671.0,245095.0,,,,All Sectors
219592,MMR,,,,,MMR012011,Kyaukpyu,Final caseload,ALL,total,269868.0,78630.0,9945.0,,,,All Sectors
219676,MMR,,,,,MMR012012,Munaung,Final caseload,ALL,total,94950.0,27054.0,2705.0,,,,All Sectors
219739,MMR,,,,,MMR012013,Ramree,Final caseload,ALL,total,160829.0,47189.0,5814.0,,,,All Sectors
219825,MMR,,,,,MMR012014,Ann,Final caseload,ALL,total,194315.0,58182.0,8829.0,,,,All Sectors
219920,MMR,,,,,MMR012015,Thandwe,Final caseload,ALL,total,220182.0,62838.0,6407.0,,,,All Sectors
220005,MMR,,,,,MMR012016,Toungup,Final caseload,ALL,total,258923.0,75353.0,9306.0,,,,All Sectors
220088,MMR,,,,,MMR012017,Gwa,Final caseload,ALL,total,108965.0,31047.0,3105.0,,,,All Sectors
220151,MMR,MMR013,Yangon,,,,,Final caseload,ALL,total,9236124.0,2314273.0,85411.0,,,,All Sectors
220234,MMR,,,,,MMR013001,Insein,Final caseload,ALL,total,383509.0,95877.0,3325.0,,,,All Sectors
220302,MMR,,,,,MMR013002,Mingaladon,Final caseload,ALL,total,413919.0,103480.0,3589.0,,,,All Sectors
220371,MMR,,,,,MMR013003,Hmawbi,Final caseload,ALL,total,306064.0,78565.0,4714.0,,,,All Sectors
220449,MMR,,,,,MMR013004,Hlegu,Final caseload,ALL,total,337700.0,86418.0,4926.0,,,,All Sectors
220527,MMR,,,,,MMR013005,Taikkyi,Final caseload,ALL,total,348983.0,87475.0,3256.0,,,,All Sectors
220609,MMR,,,,,MMR013006,Htantabin,Final caseload,ALL,total,182152.0,45538.0,1579.0,,,,All Sectors
220665,MMR,,,,,MMR013007,Shwepyithar,Final caseload,ALL,total,429119.0,108250.0,4693.0,,,,All Sectors
220748,MMR,,,,,MMR013009,Thingangyun,Final caseload,ALL,total,264144.0,66036.0,2290.0,,,,All Sectors
220803,MMR,,,,,MMR013010,Yankin,Final caseload,ALL,total,89891.0,22473.0,779.0,,,,All Sectors
220864,MMR,,,,,MMR013011,South Okkalapa,Final caseload,ALL,total,203721.0,50930.0,1766.0,,,,All Sectors
220919,MMR,,,,,MMR013012,North Okkalapa,Final caseload,ALL,total,418392.0,104598.0,3628.0,,,,All Sectors
220987,MMR,,,,,MMR013013,Thaketa,Final caseload,ALL,total,277767.0,69442.0,2408.0,,,,All Sectors
221048,MMR,,,,,MMR013014,Dawbon,Final caseload,ALL,total,94513.0,23628.0,819.0,,,,All Sectors
221116,MMR,,,,,MMR013015,Tamwe,Final caseload,ALL,total,209637.0,52409.0,1818.0,,,,All Sectors
221171,MMR,,,,,MMR013016,Pazundaung,Final caseload,ALL,total,61583.0,15396.0,534.0,,,,All Sectors
221232,MMR,,,,,MMR013017,Botahtaung,Final caseload,ALL,total,55338.0,13835.0,480.0,,,,All Sectors
221293,MMR,,,,,MMR013018,Dagon Myothit (South),Final caseload,ALL,total,464943.0,116236.0,4031.0,,,,All Sectors
221348,MMR,,,,,MMR013019,Dagon Myothit (North),Final caseload,ALL,total,259667.0,64917.0,2251.0,,,,All Sectors
221409,MMR,,,,,MMR013020,Dagon Myothit (East),Final caseload,ALL,total,207603.0,51901.0,1800.0,,,,All Sectors
221477,MMR,,,,,MMR013021,Dagon Myothit (Seikkan),Final caseload,ALL,total,208887.0,52222.0,1822.0,,,,All Sectors
221538,MMR,,,,,MMR013022,Mingalartaungnyunt,Final caseload,ALL,total,167591.0,41898.0,1453.0,,,,All Sectors
221599,MMR,,,,,MMR013023,Thanlyin,Final caseload,ALL,total,336888.0,84222.0,2921.0,,,,All Sectors
221654,MMR,,,,,MMR013024,Kyauktan,Final caseload,ALL,total,210940.0,52735.0,1829.0,,,,All Sectors
221709,MMR,,,,,MMR013025,Thongwa,Final caseload,ALL,total,199547.0,49887.0,1730.0,,,,All Sectors
221764,MMR,,,,,MMR013026,Kayan,Final caseload,ALL,total,199258.0,49815.0,1728.0,,,,All Sectors
221825,MMR,,,,,MMR013027,Twantay,Final caseload,ALL,total,283364.0,70841.0,2457.0,,,,All Sectors
221880,MMR,,,,,MMR013028,Kawhmu,Final caseload,ALL,total,149626.0,37407.0,1297.0,,,,All Sectors
221941,MMR,,,,,MMR013029,Kungyangon,Final caseload,ALL,total,140824.0,35206.0,1221.0,,,,All Sectors
222002,MMR,,,,,MMR013030,Dala,Final caseload,ALL,total,215954.0,53989.0,1929.0,,,,All Sectors
222063,MMR,,,,,MMR013031,Seikgyikanaungto,Final caseload,ALL,total,42565.0,10641.0,369.0,,,,All Sectors
222124,MMR,,,,,MMR013032,Cocokyun,Final caseload,ALL,total,2431.0,608.0,21.0,,,,All Sectors
222185,MMR,,,,,MMR013033,Kyauktada,Final caseload,ALL,total,38063.0,9516.0,330.0,,,,All Sectors
222246,MMR,,,,,MMR013034,Pabedan,Final caseload,ALL,total,42266.0,10567.0,366.0,,,,All Sectors
222307,MMR,,,,,MMR013035,Lanmadaw,Final caseload,ALL,total,59317.0,14829.0,514.0,,,,All Sectors
222368,MMR,,,,,MMR013036,Latha,Final caseload,ALL,total,31723.0,7931.0,275.0,,,,All Sectors
222436,MMR,,,,,MMR013037,Ahlone,Final caseload,ALL,total,70030.0,17508.0,607.0,,,,All Sectors
222497,MMR,,,,,MMR013038,Kyeemyindaing,Final caseload,ALL,total,140410.0,35103.0,1217.0,,,,All Sectors
222565,MMR,,,,,MMR013039,Sanchaung,Final caseload,ALL,total,125969.0,31492.0,1092.0,,,,All Sectors
222626,MMR,,,,,MMR013040,Hlaing,Final caseload,ALL,total,202292.0,50573.0,1754.0,,,,All Sectors
222681,MMR,,,,,MMR013041,Kamaryut,Final caseload,ALL,total,105998.0,26500.0,919.0,,,,All Sectors
222742,MMR,,,,,MMR013042,Mayangone,Final caseload,ALL,total,248720.0,62180.0,2157.0,,,,All Sectors
222810,MMR,,,,,MMR013043,Dagon,Final caseload,ALL,total,31479.0,7870.0,273.0,,,,All Sectors
222871,MMR,,,,,MMR013044,Bahan,Final caseload,ALL,total,122086.0,30522.0,1059.0,,,,All Sectors
222932,MMR,,,,,MMR013046,Hlaingtharya (East),Final caseload,ALL,total,638438.0,159610.0,5536.0,,,,All Sectors
223000,MMR,,,,,MMR013047,Hlaingtharya (West),Final caseload,ALL,total,212813.0,53203.0,1845.0,,,,All Sectors
223063,MMR,MMR014,Shan (South),,,,,Final caseload,ALL,total,2838404.0,1048522.0,184512.0,,,,All Sectors
223160,MMR,,,,,MMR014001,Taunggyi,Final caseload,ALL,total,518825.0,188476.0,22954.0,,,,All Sectors
223254,MMR,,,,,MMR014002,Nyaungshwe,Final caseload,ALL,total,224579.0,80756.0,17040.0,,,,All Sectors
223351,MMR,,,,,MMR014003,Hopong,Final caseload,ALL,total,131935.0,47958.0,6068.0,,,,All Sectors
223446,MMR,,,,,MMR014004,Hsihseng,Final caseload,ALL,total,178886.0,69721.0,21627.0,,,,All Sectors
223542,MMR,,,,,MMR014005,Kalaw,Final caseload,ALL,total,219148.0,77459.0,5508.0,,,,All Sectors
223640,MMR,,,,,MMR014006,Pindaya,Final caseload,ALL,total,93774.0,32918.0,3185.0,,,,All Sectors
223727,MMR,,,,,MMR014007,Ywangan,Final caseload,ALL,total,97566.0,34148.0,2103.0,,,,All Sectors
223802,MMR,,,,,MMR014008,Lawksawk,Final caseload,ALL,total,193431.0,67876.0,6545.0,,,,All Sectors
223887,MMR,,,,,MMR014009,Pinlaung,Final caseload,ALL,total,226380.0,79206.0,20591.0,,,,All Sectors
223987,MMR,,,,,MMR014010,Pekon,Final caseload,ALL,total,120682.0,73712.0,47228.0,,,,All Sectors
224083,MMR,,,,,MMR014011,Loilen,Final caseload,ALL,total,146756.0,51516.0,4984.0,,,,All Sectors
224168,MMR,,,,,MMR014012,Laihka,Final caseload,ALL,total,57761.0,20648.0,2442.0,,,,All Sectors
224255,MMR,,,,,MMR014013,Nansang,Final caseload,ALL,total,137210.0,48170.0,4665.0,,,,All Sectors
224333,MMR,,,,,MMR014014,Kunhing,Final caseload,ALL,total,63433.0,22334.0,2220.0,,,,All Sectors
224416,MMR,,,,,MMR014015,Kyethi,Final caseload,ALL,total,87770.0,30742.0,2914.0,,,,All Sectors
224494,MMR,,,,,MMR014016,Mongkaing,Final caseload,ALL,total,88520.0,33918.0,5807.0,,,,All Sectors
224578,MMR,,,,,MMR014017,Monghsu,Final caseload,ALL,total,85488.0,29921.0,2817.0,,,,All Sectors
